Price,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,
2025-11-12,430.6000061035156,442.3299865722656,426.55999755859375,442.1499938964844,58513500
2025-11-13,401.989990234375,424.5,396.3399963378906,423.1300048828125,118948000
2025-11-14,404.3500061035156,412.19000244140625,382.7799987792969,386.29998779296875,105506700
2025-11-17,408.9200134277344,423.9599914550781,398.739990234375,398.739990234375,102214300
2025-11-18,401.25,408.8999938964844,393.7099914550781,405.3800048828125,80688600
2025-11-19,403.989990234375,411.7799987792969,398.5,406.17999267578125,72047700
2025-11-20,395.2300109863281,428.94000244140625,394.739990234375,414.6300048828125,113548800
2025-11-21,391.0899963378906,402.79998779296875,383.760009765625,402.32000732421875,100460600
2025-11-24,417.7799987792969,421.7200012207031,401.0899963378906,402.1700134277344,96806400
2025-11-25,419.3999938964844,420.4800109863281,405.95001220703125,414.4200134277344,71915600
2025-11-26,426.5799865722656,426.94000244140625,416.8900146484375,423.95001220703125,63463000
2025-11-28,430.1700134277344,432.92999267578125,426.20001220703125,426.5899963378906,36252900
2025-12-01,430.1400146484375,433.6600036621094,425.2900085449219,425.32000732421875,57463600
2025-12-02,429.239990234375,436.79998779296875,422.1199951171875,430.80999755859375,69336600
2025-12-03,446.739990234375,447.9200134277344,431.1099853515625,432.1000061035156,87483000
2025-12-04,454.5299987792969,454.6300048828125,445.3900146484375,449.94000244140625,71906500
2025-12-05,455.0,458.8699951171875,451.6600036621094,453.0299987792969,56427500
2025-12-08,439.5799865722656,449.75,435.25,447.45001220703125,69165800
2025-12-09,445.1700134277344,452.3900146484375,435.70001220703125,437.5400085449219,62367400
